ID,Title,Description,Actors,Genre
tt31888477,Downton Abbey: The Grand Finale,"When Mary finds herself in a public scandal and the family faces financial trouble, the household grapples with the threat of social disgrace. The Crawleys must embrace change with the next ... Read all","['Marilyn Cutts', 'Dominic West', 'Lorna Nickson Brown']",['Drama'],
tt0878804,The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.","['Quinton Aaron', 'Sandra Bullock', 'Tim McGraw']",['Drama'],
tt0277027,I Am Sam,An intellectually disabled man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,"['Sean Penn', 'Michelle Pfeiffer', 'Dakota Fanning']",['Drama'],
tt3704428,Elvis,"The life of American music icon Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker... Read all","['Tom Hanks', 'Austin Butler', 'Olivia DeJonge']",['Drama'],
tt2719848,Everest,"On May 10, 1996, mountain guides Rob Hall and Scott Fischer combine their expedition teams for a final ascent to the summit of Mount Everest. With little warning, a storm strikes the mountai... Read all","['Jason Clarke', 'Ang Phula Sherpa', 'Thomas M. Wright']","['Adventure', 'Drama']",
tt4823992,The Bad Seed,A father is forced to question everything he thought he knew about his daughter when he believes that she might have played a role in the tragic death of one of her classmates.,"['Rob Lowe', 'Mckenna Grace', 'Sarah Dugdale']","['Drama', 'Horror']",
tt13482828,One Fine Morning,"With a father suffering from neurodegenerative disease, a young woman lives with her eight-year-old daughter. While struggling to secure a decent nursing home, she runs into an unavailable f... Read all","['Léa Seydoux', 'Pascal Greggory', 'Melvil Poupaud']",['Drama'],
tt1972591,King Arthur: Legend of the Sword,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he li... Read all","['Charlie Hunnam', 'Astrid Bergès-Frisbey', 'Jude Law']","['Action', 'Adventure', 'Drama']",
tt34379307,Is God Is,Two sisters embark on an epic quest for revenge; confronting a charged family history that will push them to extraordinary lengths.,"['Xavier Nealy-Davis', 'Sterling K. Brown', 'Erika Alexander']",['Drama'],
tt1327194,The Lucky One,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,"['Zac Efron', 'Taylor Schilling', 'Blythe Danner']",['Drama'],
tt16419074,Air,The history of the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the... Read all,"['Matt Damon', 'Jason Bateman', 'Ben Affleck']",['Drama'],
tt0830558,The Girl Next Door,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon l... Read all","['William Atherton', 'Blythe Auffarth', 'Blanche Baker']","['Crime', 'Drama', 'Horror']",
tt0070735,The Sting,Two grifters team up to pull off the ultimate con.,"['Paul Newman', 'Robert Redford', 'Robert Shaw']","['Crime', 'Drama']",
tt0146984,The Legend of Bagger Vance,A down-and-out golfer attempts to recover his game and his life with help from a mystical caddie.,"['Will Smith', 'Matt Damon', 'Charlize Theron']",['Drama'],
tt1065073,Boyhood,"The life of Mason, from early childhood to his arrival at college.","['Ellar Coltrane', 'Patricia Arquette', 'Ethan Hawke']",['Drama'],
tt3228774,Cruella,"During the 1970s London punk rock revolution, young grifter Estella transforms herself into the raucous, revenge-bent Cruella de Vil.","['Emma Stone', 'Emma Thompson', 'Joel Fry']","['Adventure', 'Crime', 'Drama']",
tt1527186,Melancholia,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,"['Kirsten Dunst', 'Charlotte Gainsbourg', 'Kiefer Sutherland']","['Drama', 'Sci-Fi']",
tt0116287,Fear,"When Nicole met handsome, charming, affectionate David, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their drea... Read all","['Mark Wahlberg', 'Reese Witherspoon', 'William Petersen']",['Drama'],
tt31495504,The Tank,"The five-man crew of a German Tiger tank is sent on a secret mission far behind the fiercely contested front line. Fueled by the Wehrmacht's methamphetamine, their mission increasingly becom... Read all","['David Schütter', 'Laurence Rupp', 'Leonard Kunz']","['Action', 'Drama']",
tt0112722,Copycat,A criminal psychologist who turned agoraphobic after a murder attempt agrees to help two San Francisco detectives hunt for a copycat serial killer who intends on making her his next victim.,"['Sigourney Weaver', 'Holly Hunter', 'Dermot Mulroney']",['Drama'],
tt1390411,In the Heart of the Sea,"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.","['Chris Hemsworth', 'Cillian Murphy', 'Brendan Gleeson']","['Action', 'Adventure', 'Drama']",
tt0113118,Friday,"It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday.","['Ice Cube', 'Chris Tucker', 'Nia Long']",['Drama'],
tt5073620,Below Her Mouth,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,"['Erika Linder', 'Natalie Krill', 'Sebastian Pigott']",['Drama'],
tt7740496,Nightmare Alley,A grifter working his way up from low-ranking carnival worker to lauded psychic medium matches wits with a psychologist bent on exposing him.,"['Bradley Cooper', 'Cate Blanchett', 'Toni Collette']","['Crime', 'Drama']",
tt0063522,Rosemary's Baby,A young woman suspects her neighbors have sinister plans for her pregnancy.,"['Mia Farrow', 'John Cassavetes', 'Ruth Gordon']","['Drama', 'Horror']",
tt13521006,Beau Is Afraid,"Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic odyssey back home.","['Joaquin Phoenix', 'Patti LuPone', 'Amy Ryan']","['Drama', 'Horror']",
tt16277242,Society of the Snow,The flight of a rugby team crashes on a glacier in the Andes. The few passengers who survive the crash find themselves in one of the world's toughest environments to survive.,"['Enzo Vogrincic', 'Agustín Pardella', 'Matías Recalt']","['Adventure', 'Drama']",
tt6053438,First Reformed,"A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.","['Ethan Hawke', 'Amanda Seyfried', 'Cedric The Entertainer']",['Drama'],
tt2400463,The Invitation,"When a man accepts an invitation to a dinner party hosted by his ex-wife, the unsettling past reopens old wounds and creates new tensions.","['Logan Marshall-Green', 'Emayatzy Corinealdi', 'Michiel Huisman']","['Drama', 'Horror']",
tt0389860,Click,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,"['Adam Sandler', 'Kate Beckinsale', 'Christopher Walken']",['Drama'],
tt0051201,Witness for the Prosecution,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,"['Tyrone Power', 'Marlene Dietrich', 'Charles Laughton']","['Crime', 'Drama']",
tt12801262,Luca,"On the Italian Riviera, an unlikely but strong friendship grows between a human being and a sea monster disguised as a human.","['Jacob Tremblay', 'Jack Dylan Grazer', 'Emma Berman']","['Adventure', 'Drama']",
tt8633478,Run,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark se... Read all","['Sarah Paulson', 'Kiera Allen', 'Sara Sohn']","['Drama', 'Horror']",
tt0097441,Glory,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.","['Matthew Broderick', 'Denzel Washington', 'Cary Elwes']",['Drama'],
tt12477480,Decision to Leave,A detective investigating a man's death in the mountains meets the dead man's mysterious wife in the course of his dogged sleuthing.,"['Tang Wei', 'Park Hae-il', 'Lee Jung-hyun']","['Crime', 'Drama']",
tt0106856,Falling Down,An ordinary man reaches his breaking point and starts lashing out against the various flaws he sees in society.,"['Michael Douglas', 'Robert Duvall', 'Barbara Hershey']","['Crime', 'Drama']",
tt0822854,Shooter,"An expert marksman living in exile, is coaxed back into action after learning of a plot to kill the president. Now on the run after being double crossed for the assassination attempt he was ... Read all","['Mark Wahlberg', 'Michael Peña', 'Rhona Mitra']","['Action', 'Drama']",
tt12758060,Tetris,"Video game designer Henk Rogers seeks to secure global rights for Tetris (1984), leading to tense negotiations in the Soviet Union, involving creators, government, and corporate intrigues.","['Taron Egerton', 'Mara Huf', 'Miles Barrow']",['Drama'],
tt10128846,Megalopolis,"The city of New Rome faces the duel between Cesar Catilina, a brilliant artist in favor of a Utopian future, and the greedy mayor Franklyn Cicero. Between them is Julia Cicero, with her loya... Read all","['Adam Driver', 'Giancarlo Esposito', 'Nathalie Emmanuel']","['Drama', 'Sci-Fi']",
tt0084234,The Last American Virgin,"Pizza delivery boy Gary, loudmouth David and hunky Rick are three high school students out to lose their virginity any way they can. Gary falls for transfer student Karen, who gets involved ... Read all","['Lawrence Monoson', 'Diane Franklin', 'Steve Antin']",['Drama'],
tt32155665,53 Sundays,"Three siblings, meet to discuss about their octogenarian father, who has started showing strange behavior.","['Javier Cámara', 'Carmen Machi', 'Javier Gutiérrez']",['Drama'],
tt2381111,Brooklyn,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the liv... Read all","['Saoirse Ronan', 'Emory Cohen', 'Domhnall Gleeson']",['Drama'],
tt3076658,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson']","['Action', 'Drama']",
tt38123566,With Love,"Sathya reluctantly agrees to a blind date arranged by his sister and meets Monisha. They discover they attended the same school years ago. Bonding over shared memories and old crushes, they ... Read all","['Abishan Jeevinth', 'Anaswara Rajan', 'Saravanan']",['Drama'],
tt0399146,A History of Violence,"A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core.","['Viggo Mortensen', 'Maria Bello', 'Ed Harris']","['Action', 'Crime', 'Drama']",
tt28793125,The Swedish Connection,"Swedish Foreign Ministry bureaucrat Gösta Engzell, overlooked during WWII, rescued thousands Jews while turning supposedly neutral Sweden into a moral force. His efforts challenged the statu... Read all","['Henrik Dorsin', 'Sissela Benn', 'Jonas Karlsson']",['Drama'],
tt21454134,The Bikeriders,"After a chance encounter, headstrong Kathy is drawn to Benny, member of Midwestern motorcycle club the Vandals. As the club transforms into a dangerous underworld of violence, Benny must cho... Read all","['Austin Butler', 'Jodie Comer', 'Tom Hardy']","['Crime', 'Drama']",
tt0443680,The Assassination of Jesse James by the Coward Robert Ford,"Robert Ford, who has idolized Jesse James since childhood, tries hard to join the resurgent gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.","['Brad Pitt', 'Casey Affleck', 'Sam Shepard']","['Crime', 'Drama']",
tt28690468,Sound of Falling,"A remote German farm harbors generations of secrets. Four women, separated by decades but united by trauma, uncover the truth behind its weathered walls.","['Hanna Heckt', 'Lena Urzendowsky', 'Susanne Wuest']",['Drama'],
tt0452694,The Time Traveler's Wife,"Henry DeTamble, a librarian, possesses a unique gene that lets him involuntarily travel through time. His wife, Claire Abshire, finds it difficult to cope with it.","['Eric Bana', 'Rachel McAdams', 'Ron Livingston']","['Drama', 'Sci-Fi']",
