Title,Description,Actors,Genre,poster_url
Safe,"Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose lif... Read all","['Jason Statham', 'Catherine Chan', 'Chris Sarandon']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMTcxNDI0NzUxMF5BMl5BanBnXkFtZTcwOTIzMjkyNw@@._V1_FMjpg_UY2048_.jpg
You Were Never Really Here,"A traumatized veteran unafraid of violence tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what... Read all","['Joaquin Phoenix', 'Judith Roberts', 'Ekaterina Samsonov']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYzM0MjBhYTUtMzY1My00OGQ5LTk4OWMtNWYwNmY3ZGFjMjViXkEyXkFqcGc@._V1_FMjpg_UY6000_.jpg
The Hot Spot,"Upon arriving to a small town, a drifter quickly gets into trouble with the local authorities - and the local women - after he robs a bank.","['Don Johnson', 'Virginia Madsen', 'Jennifer Connelly']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZjIwMmU0OTYtNDdjOC00OTdhLTg2MzktYjRkMjEzMjA0MzllXkEyXkFqcGc@._V1_FMjpg_UY2218_.jpg
Freedom Writers,"Erin Gruwell, a young teacher in a racially divided Los Angeles school, inspires her class of at-risk students, deemed incapable of learning, to learn tolerance, apply themselves, and pursue... Read all","['Hilary Swank', 'Imelda Staunton', 'Patrick Dempsey']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZDFjNWQ5MzktOThjZS00NmY5LWEwNTMtNGFhZGNhYjc3NzBmXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Miami Vice,"Vice detectives Crockett and Tubbs, from Miami-Dade's organized crime bureau, go undercover as criminals to infiltrate and dismantle southern Florida's criminal enterprises.","['Michael B. Jordan', 'Austin Butler']","['Action', 'Crime', 'Drama']",
Sonchiriya,"Set in the Chambal valley, the film follows the story of a legion of dreaded, warring dacoits who once terrorized the Indian heartlands.","['Sushant Singh Rajput', 'Bhumi Pednekar', 'Ashutosh Rana']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTliYWNkZTQtOTY1OS00NmQ1LWE4OGMtZGExZTU2NjhkMTlhXkEyXkFqcGc@._V1_FMjpg_UX2047_.jpg
30 Minutes or Less,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...","['Jesse Eisenberg', 'Danny McBride', 'Nick Swardson']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMTM5NjM0ODY1NF5BMl5BanBnXkFtZTcwMjk5NjI0Ng@@._V1_FMjpg_UY731_.jpg
The Italian Job,A comic caper movie about a plan to steal a gold shipment from the streets of Turin by creating a traffic jam.,"['Michael Caine', 'Noël Coward', 'Benny Hill']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BNTlmYmFmYWItODE2OC00MGNkLWFiZDUtNzNiZDYzOTVlOGMxXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Patriots Day,"The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.","['Mark Wahlberg', 'Michelle Monaghan', 'J.K. Simmons']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BODYxMDc0NTg2Nl5BMl5BanBnXkFtZTgwNjY0NDYzOTE@._V1_FMjpg_UY2048_.jpg
Judas and the Black Messiah,"Offered a plea deal by the FBI, William O'Neal infiltrates the Illinois chapter of the Black Panther Party to gather intelligence on Chairman Fred Hampton.","['LaKeith Stanfield', 'Daniel Kaluuya', 'Jesse Plemons']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOGUzNGFmODktYzcxYS00OTViLWI1ZWEtZDhiZWJmMDNiNDhiXkEyXkFqcGc@._V1_FMjpg_UY1600_.jpg
RED 2,Retired CIA agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,"['Bruce Willis', 'Helen Mirren', 'John Malkovich']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMjI2ODQ4ODY3Nl5BMl5BanBnXkFtZTcwNTc2NzE1OQ@@._V1_FMjpg_UY2048_.jpg
Imperium,"A young FBI agent, eager to prove himself in the field, goes undercover as a white supremacist.","['Daniel Radcliffe', 'Toni Collette', 'Tracy Letts']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNTk1NTQwMTMtNzJjZS00Yjg5LTg2ODMtNjQ3YmQ0MWZhMDk5XkEyXkFqcGc@._V1_FMjpg_UY10335_.jpg
A Day to Die,"Connor Connolly has one day to pay reparations to Tyrone Pettis. He is forced to ask his old military ops crew, led by Brice Mason, to come together to get him two million dollars before he ... Read all","['Kevin Dillon', 'Bruce Willis', 'Frank Grillo']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BODVlYjc0NDAtZTNjMy00YjNhLTg0ZDQtNDY1NWJiMWI0NGIwXkEyXkFqcGc@._V1_FMjpg_UY1168_.jpg
State of Play,An investigative journalist probes the murder of a Congressman's mistress.,"['Russell Crowe', 'Rachel McAdams', 'Ben Affleck']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTI1MTQ4MDIwMl5BMl5BanBnXkFtZTcwNzgxOTc0Mg@@._V1_FMjpg_UY1500_.jpg
21 Bridges,An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.,"['Chadwick Boseman', 'Sienna Miller', 'J.K. Simmons']","['Action', 'Adventure', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZGUwMmFlMWYtM2E4MS00ZDQ0LWIzY2MtYjVmOTgxMjEyNWEyXkEyXkFqcGc@._V1_FMjpg_UY1600_.jpg
Invitation to a Murder,"1934. Miranda Green and five other strangers, are invited to the remote island mansion of billionaire Lewis Findley. As the weekend progresses the clues about why they have been invited begi... Read all","['Mischa Barton', 'Chris Browning', 'Bianca A. Santos']",['Crime'],https://m.media-amazon.com/images/M/MV5BYTc5NjZkZmMtM2E4MC00OTQ2LThiZWUtZGM1ZWNjY2JhMmY2XkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Drillbit Taylor,Three kids hire a low-budget bodyguard to protect them from the playground bully.,"['Owen Wilson', 'Josh Peck', 'Alex Frost']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMTkxNzkwOTc3OF5BMl5BanBnXkFtZTcwMTc1MzU1MQ@@._V1_FMjpg_UY741_.jpg
Hitman's Wife's Bodyguard,"The bodyguard, Michael Bryce, continues his friendship with assassin, Darius Kincaid, as they try to save Darius' wife Sonia.","['Ryan Reynolds', 'Samuel L. Jackson', 'Salma Hayek']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BYmI4OTAyZTctNmE3Zi00Yzg2LTg3YjYtNWZiNTk1NjRjOTUxXkEyXkFqcGc@._V1_FMjpg_UY1080_.jpg
Andhadhun,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.","['Ayushmann Khurrana', 'Tabu', 'Radhika Apte']",['Crime'],https://m.media-amazon.com/images/M/MV5BZjY3ZTVkYWYtMzBlYi00YjFjLTk5OTktNGNiYjMzYWU1ZTc5XkEyXkFqcGc@._V1_FMjpg_UY1334_.jpg
The River Wild,Rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.,"['Meryl Streep', 'Kevin Bacon', 'David Strathairn']","['Adventure', 'Crime']",https://m.media-amazon.com/images/M/MV5BYmM5ZmRiZTYtMjdjMS00ZmZiLTlkODYtMTlkY2JiYmVmZmQ5XkEyXkFqcGc@._V1_FMjpg_UY963_.jpg
Runaway Jury,"A juror, a lawyer and a mysterious woman stand in the way of a man trying to manipulate an explosive trial.","['John Cusack', 'Rachel Weisz', 'Gene Hackman']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMWFkMTgwNTQtNmFjYi00OWQ1LWI0YzYtMThlZTlkODU2MmMzXkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
King Ivory,"Based upon extensive research with law enforcement, gangs, inmates, migrants, and addicts, an exposé on fentanyl trafficking, and its effect on all walks of life.","['James Badge Dale', 'Ben Foster', 'Michael Mando']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNTRiNTJlMzAtNzVmOC00MjhjLTlhMGYtMDBkYzJhMDIwY2FmXkEyXkFqcGc@._V1_FMjpg_UY1600_.jpg
At Close Range,"Reunited with his career criminal father, tough teen Brad thinks he's found his ticket to an exciting life of crime, only to find out he's wrong.","['Sean Penn', 'Christopher Walken', 'Mary Stuart Masterson']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjdkYWE2YzYtMzZiZi00MzlmLWE2MDctMTVlNTZjYTE5MmJiXkEyXkFqcGc@._V1_FMjpg_UY1454_.jpg
"Blood In, Blood Out","Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.","['Damian Chapa', 'Jesse Borrego', 'Benjamin Bratt']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZDAwNzc4OGUtMDc2MS00MzkzLWI2Y2EtOGU0ZjI5ZmRjNDJjXkEyXkFqcGc@._V1_FMjpg_UY624_.jpg
Teenage Mutant Ninja Turtles: Out of the Shadows,"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.","['Megan Fox', 'Will Arnett', 'Tyler Perry']",[],https://m.media-amazon.com/images/M/MV5BZDgyNWExMzUtOTAyMy00ZjkzLWFhNzgtZTFhOTBmN2RhZGJhXkEyXkFqcGc@._V1_FMjpg_UY1080_.jpg
Ratsasan,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.,"['Vishnu Vishal', 'Amala Paul', 'Radha Ravi']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjgzMzMxMzUtNzUyYi00NTkxLWI1NTAtMjZhNmMxMGQ4YjBmXkEyXkFqcGc@._V1_FMjpg_UY679_.jpg
The Punisher,"When Frank Castle's family is murdered by criminals, he wages war on crime as a vigilante assassin known only as The Punisher.","['Dolph Lundgren', 'Louis Gossett Jr.', 'Jeroen Krabbé']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BNzc0YzkzY2MtMDE1NS00MzM1LTlmNzItZmM2NzcxZGY1M2Y3XkEyXkFqcGc@._V1_FMjpg_UX720_.jpg
Taxi,"To work off his tarnished driving record, a hip taxi driver must chauffeur a loser police inspector on the trail of German bank robbers.","['Samy Naceri', 'Frédéric Diefenthal', 'Marion Cotillard']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMzRkNzlhYWQtYjAxZC00ZTRlLTkyNDMtM2Q5ZTM5ZmJjMTNhXkEyXkFqcGc@._V1_FMjpg_UY1426_.jpg
Matchstick Men,A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.,"['Nicolas Cage', 'Alison Lohman', 'Sam Rockwell']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjA3NjMyNjIyMF5BMl5BanBnXkFtZTYwOTgzMDI3._V1_FMjpg_UY719_.jpg
The Taking of Pelham 123,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the... Read all","['Denzel Washington', 'John Travolta', 'Luis Guzmán']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMTU3NzA4MDcwNV5BMl5BanBnXkFtZTcwMDAyNzc1Mg@@._V1_FMjpg_UY2048_.jpg
Brawl in Cell Block 99,A former boxer-turned-drug runner lands in a prison battleground after a deal gets deadly.,"['Vince Vaughn', 'Jennifer Carpenter', 'Don Johnson']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZjQzNGZiZWUtM2M1MS00MWViLWI3MTEtNzEwZGIwMWU0MzBiXkEyXkFqcGc@._V1_FMjpg_UY2700_.jpg
Killer Elite,A special-ops agent returns from self-imposed exile to rescue his kidnapped mentor.,"['Jason Statham', 'Clive Owen', 'Robert De Niro']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BOTdiOGY1MzgtOWNhZi00MTI3LWJmODQtNjlkMzhiY2VjMTA4XkEyXkFqcGc@._V1_FMjpg_UY2835_.jpg
Killer Joe,"When a debt puts a young man's life in danger, he turns to putting a hit out on his evil mother in order to collect the insurance.","['Matthew McConaughey', 'Emile Hirsch', 'Juno Temple']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNDZmNDk5NGUtYTYwOS00MGRlLWFhZjAtOGE2MzMzM2YzNGUyXkEyXkFqcGc@._V1_FMjpg_UY2897_.jpg
A Perfect Murder,"Wealthy Wall Street speculator Steven Taylor finds that his wife Emily Bradford has a lover, struggling artist David Shaw. Steven investigates Shaw and manipulates him into murdering Emily. ... Read all","['Michael Douglas', 'Gwyneth Paltrow', 'Viggo Mortensen']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjY3YmQ1MzItMGZjMS00ZWZkLTllYTctYWQ0NmI1M2E1NzgwXkEyXkFqcGc@._V1_FMjpg_UY1435_.jpg
Dragged Across Concrete,"Once two overzealous cops get suspended from the force, they must delve into the criminal underworld to get their proper compensation.","['Mel Gibson', 'Vince Vaughn', 'Tory Kittles']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BN2MyYzBmODYtODBlZC00NDZmLWEzYzEtZjIzMmZkNzRiODRkXkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
Motor City,"In 1970s Detroit, John Miller falls for a local gangster's girl. In retaliation, the gangster enacts a frame job to send the innocent man to prison. Life ruined, Miller plots a revenge campa... Read all","['Alan Ritchson', 'Shailene Woodley', 'Lionel Boyce']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BODYxYzA1YjEtOTQ0Ni00ZGUzLWFkY2EtNWE5ZmJhZDkxNTI5XkEyXkFqcGc@._V1_FMjpg_UX2160_.jpg
Redemption,A damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity.,"['Jason Statham', 'Agata Buzek', 'Vicky McClure']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BM2FlNzI3ODctMGM1NC00NzJlLWJkNmYtNWQ3OGEwZDI5ZDFmXkEyXkFqcGc@._V1_FMjpg_UY2048_.jpg
Swimming Pool,"A British mystery author visits her publisher's home in the South of France, where her interaction with his unusual daughter sets off some touchy dynamics.","['Charlotte Rampling', 'Charles Dance', 'Ludivine Sagnier']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOTU3OGQ5MGMtYTA5YS00NTcyLThhYTctMTBlZGFiY2Y2NGI2XkEyXkFqcGc@._V1_FMjpg_UY1000_.jpg
Repo Man,"A young punk, recruited by a car repo agency, finds himself in pursuit of a Chevrolet Malibu with a huge, $20,000 bounty--and something otherworldly stashed in its trunk.","['Harry Dean Stanton', 'Emilio Estevez', 'Tracey Walter']","['Crime', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BMTc3NTZhOTQtNDUzMi00ZjQ1LThhYTQtYmVlNmNjZTZlZjNkXkEyXkFqcGc@._V1_FMjpg_UY1792_.jpg
Ocean's 14,,"['Brad Pitt', 'Matt Damon', 'George Clooney']","['Action', 'Crime', 'Drama']",
Bully,"A pack of naïve teenagers conspire to murder a mutual friend, whose aggressive demeanour has proven too much.","['Brad Renfro', 'Nick Stahl', 'Bijou Phillips']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOTc3ZjViYTYtYjMyOC00MDdlLWJjMGUtY2M0MTRjMTExZDJjXkEyXkFqcGc@._V1_FMjpg_UY939_.jpg
Riff Raff,A former criminal's ordinary life is turned upside down when his old family shows up for a long-awaited reunion.,"['Jennifer Coolidge', 'Ed Harris', 'Gabrielle Union']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BZDQ5NDU0MDEtNDVkYi00ODJhLTgwMWUtOTY0ZTExOWZlZDQyXkEyXkFqcGc@._V1_FMjpg_UY4000_.jpg
RoboCop 2,"In bankrupt Detroit, RoboCop battles a fanatical drug lord pushing a synthetic narcotic called Nuke while OCP engineers a monstrous successor unit using the cult leader's transplanted brain.","['Peter Weller', 'John Glover', 'Mario Machado']","['Action', 'Crime', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BNzFiZDU1ODktYTljOS00YWU3LThiYTYtNWRmMTdhMDg3OGE4XkEyXkFqcGc@._V1_FMjpg_UY2686_.jpg
Identity Thief,Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.,"['Jason Bateman', 'Melissa McCarthy', 'John Cho']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTY3NzM5MTk2Nl5BMl5BanBnXkFtZTcwMDQ4MjQ3OA@@._V1_FMjpg_UY1583_.jpg
In Secret,Thérèse grows up with her aunt and cousin. Around 1860 the aunt decides they move to Paris and that her son and Thérèse get married. The joy- and loveless life changes when her husband bring... Read all,"['Elizabeth Olsen', 'Tom Felton', 'Jessica Lange']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTgyOTI0Njc2NV5BMl5BanBnXkFtZTgwMDQ4MDEyMDE@._V1_FMjpg_UY2048_.jpg
Rope,"Two young men murder a former classmate as a test of their intellectual and moral superiority, then hide the body as they host a dinner party attended by the victim's girlfriend and father, ... Read all","['James Stewart', 'John Dall', 'Farley Granger']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMDM1YzdlZjAtZWFiZS00ZjYyLTgxYzctNzBiYmE0OWFiMGU1XkEyXkFqcGc@._V1_FMjpg_UY2818_.jpg
Enough,"After running away fails, a terrified woman empowers herself in order to battle her abusive husband.","['Jennifer Lopez', 'Billy Campbell', 'Tessa Allen']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BODJhMWRjNTctM2YwNy00NmEwLTk1MWUtMGZmOThiYjMzZWIyXkEyXkFqcGc@._V1_FMjpg_UY1400_.jpg
The Crow,"Soulmates Eric and Shelly are brutally murdered. Given a chance to save the love of his life, Eric must sacrifice himself and traverse the worlds of the living and the dead, seeking revenge.","['Bill Skarsgård', 'FKA twigs', 'Danny Huston']",['Action'],https://m.media-amazon.com/images/M/MV5BMjEyOWJjMWQtZTY4Yi00ZjYyLWJhNDktZmRkNzEwMjlhZjQ3XkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
Victoria,A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,"['Laia Costa', 'Frederick Lau', 'Franz Rogowski']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTc5NzQzNjk2NF5BMl5BanBnXkFtZTgwODU0MjI5NjE@._V1_FMjpg_UY8448_.jpg
Oscar,"A gangster attempts to keep the promise he made to his dying father: that he would give up his life of crime and ""go straight"".","['Sylvester Stallone', 'Ornella Muti', 'Peter Riegert']",['Crime'],https://m.media-amazon.com/images/M/MV5BODY2NzgxNzAtMzY2My00YzliLTllY2EtZDExMGZlMmVlOGVhXkEyXkFqcGc@._V1_FMjpg_UY1600_.jpg
Kidnapped: Elizabeth Smart,Elizabeth Smart recounts her kidnapping at age 14 from her Utah home through personal testimony and exclusive footage.,"['Elizabeth Smart', 'Mary Katherine Smart', 'Ed Smart']",['Crime'],https://m.media-amazon.com/images/M/MV5BOWIzMmJhYzItOGY0OS00ZmU1LWE3N2ItYzFjODdhMTI0NjkyXkEyXkFqcGc@._V1_FMjpg_UY1573_.jpg
Oscar Shaw,"A retired cop seeks revenge for his best friend's death, taking justice into his own hands after failing to achieve it during his police career.","['Isaiah Washington', 'Tyrese Gibson', 'Michael Jai White']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYzNkMGYwMDItNWMwMS00ZDkxLTg2MTUtYjI3NzQ4MjJkNjVkXkEyXkFqcGc@._V1_FMjpg_UY1571_.jpg
Marathon Man,"After the murder of his older brother, a New York history student is hounded by shadowy government agents on the trail of a Nazi war criminal who is trying to retrieve smuggled diamonds.","['Dustin Hoffman', 'Laurence Olivier', 'Roy Scheider']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNTFlOWU2NTItNDlmMS00MmZhLTgyMjMtODYxMjkwZGY3ODg2XkEyXkFqcGc@._V1_FMjpg_UY2643_.jpg
The Thicket,"When a bounty hunter and a band of unlikely heroes pursue a brutal killer, they find themselves in a deadly no-man's-land known as The Thicket.","['Peter Dinklage', 'Juliette Lewis', 'Levon Hawke']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZjNiN2NhZWYtOWI0MS00MTQxLTkzMjYtMTUwMmUwMTVlOTA2XkEyXkFqcGc@._V1_FMjpg_UY2870_.jpg
The Long Kiss Goodnight,"Government agents come after an amnesiac woman, who gradually remembers her past.","['Geena Davis', 'Samuel L. Jackson', 'Yvonne Zima']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNWFmM2EwYmItZDA2Mi00MDM2LTkxM2YtMWU0ODhiOTg1NWY3XkEyXkFqcGc@._V1_FMjpg_UY2898_.jpg
Touch of Evil,"A Mexican official and his American wife are targeted in a Texas border town by the crime family he's trying to put behind bars for drug trafficking, as his concern grows over the tactics of... Read all","['Charlton Heston', 'Orson Welles', 'Janet Leigh']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMmQyNTI0OTgtMWJmMi00MWFlLTkyMGUtYTlmZGVhMzlkODM4XkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
The G,A mysterious older woman seeks revenge on the corrupt legal guardian who destroyed her life.,"['Dale Dickey', 'Romane Denis', 'Daniel Brochu']",['Crime'],https://m.media-amazon.com/images/M/MV5BZDFlNDE0NTQtOWU2Mi00YWYyLThiYmMtNDFlNjFmN2YzN2MwXkEyXkFqcGc@._V1_FMjpg_UX1920_.jpg
